cycle_id,model,architecture,profile,nodes,decision,threshold,local_latency_ms,offload_latency_ms,total_latency_ms,rtt_ms,throughput_fps,local_power_mw,offload_power_mw,effective_power_mw,accuracy_step
1,cnn,baseline,jetson_emulator,2,local,0.5,43.353,35.7064,43.353,45.3545,28.5812,167.274,167.274,167.7259,92.8908
2,cnn,baseline,jetson_emulator,2,offload,0.5,43.279,35.8557,35.8557,38.2763,29.5693,167.274,167.274,167.7762,92.853
3,cnn,baseline,jetson_emulator,2,offload,0.5,43.5061,36.1801,36.1801,37.6816,29.5251,167.274,167.274,167.9269,92.7914
4,cnn,baseline,jetson_emulator,2,offload,0.5,43.4529,37.3808,37.3808,38.3146,29.3628,167.274,167.274,168.0776,92.7865
5,cnn,baseline,jetson_emulator,2,local,0.5,44.0036,36.1313,44.0036,45.305,28.4986,167.274,167.274,168.3292,92.744
6,cnn,baseline,jetson_emulator,2,local,0.5,44.3616,36.1278,44.3616,46.102,28.4533,167.274,167.274,168.48,92.7434
7,cnn,baseline,jetson_emulator,2,local,0.5,43.8881,36.1024,43.8881,45.0802,28.5132,167.274,167.274,168.6308,92.8334
8,cnn,baseline,jetson_emulator,2,offload,0.5,44.0057,36.3206,36.3206,37.7598,29.506,167.274,167.274,168.6805,92.9073
9,cnn,baseline,jetson_emulator,2,offload,0.5,43.7337,37.0214,37.0214,39.1015,29.4112,167.274,167.274,168.8313,92.7536
10,cnn,baseline,jetson_emulator,2,offload,0.5,43.9349,37.8341,37.8341,38.9464,29.302,167.274,167.274,168.982,92.8245
11,cnn,baseline,jetson_emulator,2,offload,0.5,44.3379,36.427,36.427,38.085,29.4916,167.274,167.274,169.1327,92.7996
12,cnn,baseline,jetson_emulator,2,local,0.5,44.8678,36.9475,44.8678,46.3706,28.3896,167.274,167.274,169.3849,92.8675
13,cnn,baseline,jetson_emulator,2,offload,0.5,44.2631,37.8758,37.8758,39.7316,29.2964,167.274,167.274,169.4342,92.7954
