cycle_id,model,architecture,profile,nodes,decision,threshold,local_latency_ms,offload_latency_ms,total_latency_ms,rtt_ms,throughput_fps,local_power_mw,offload_power_mw,effective_power_mw,accuracy_step
1,cnn,baseline,jetson_emulator,100,offload,0.5,50.9947,42.5387,42.5387,44.4515,20.1925,167.274,167.274,177.47,92.8187
2,cnn,baseline,jetson_emulator,100,offload,0.5,50.5881,42.6458,42.6458,43.9121,20.1857,167.274,167.274,177.6296,92.8007
3,cnn,baseline,jetson_emulator,100,local,0.5,51.6052,42.1532,51.6052,54.8509,19.632,167.274,167.274,182.8209,92.7157
4,cnn,baseline,jetson_emulator,100,offload,0.5,51.0292,43.56,43.56,45.5953,20.1277,167.274,167.274,177.9488,92.7028
5,cnn,baseline,jetson_emulator,100,local,0.5,52.0243,42.4799,52.0243,54.9258,19.6069,167.274,167.274,183.1491,92.858
6,cnn,baseline,jetson_emulator,100,offload,0.5,51.559,43.3367,43.3367,46.2827,20.1419,167.274,167.274,178.2679,92.7202
7,cnn,baseline,jetson_emulator,100,local,0.5,51.2163,42.5359,51.2163,53.4636,19.6554,167.274,167.274,183.4773,92.7443
8,cnn,baseline,jetson_emulator,100,offload,0.5,51.3466,42.6905,42.6905,45.2783,20.1828,167.274,167.274,178.5871,92.7281
9,cnn,baseline,jetson_emulator,100,local,0.5,51.7479,43.3952,51.7479,53.7351,19.6234,167.274,167.274,183.8055,92.7168
10,cnn,baseline,jetson_emulator,100,local,0.5,51.4402,42.8619,51.4402,53.9161,19.6419,167.274,167.274,183.9696,92.7791
11,cnn,baseline,jetson_emulator,100,offload,0.5,51.9359,42.9393,42.9393,45.0943,20.167,167.274,167.274,179.0658,92.7477
12,cnn,baseline,jetson_emulator,100,local,0.5,51.5226,42.9599,51.5226,53.7429,19.637,167.274,167.274,184.2978,92.8155
13,cnn,baseline,jetson_emulator,100,offload,0.5,52.0191,43.8308,43.8308,45.6009,20.1107,167.274,167.274,179.385,92.8415
14,cnn,baseline,jetson_emulator,100,offload,0.5,52.1307,43.9813,43.9813,46.8166,20.1012,167.274,167.274,179.5446,92.8484
15,cnn,baseline,jetson_emulator,100,local,0.5,52.572,43.7954,52.572,54.4211,19.5741,167.274,167.274,184.7901,92.8293
16,cnn,baseline,jetson_emulator,100,offload,0.5,53.4807,43.3271,43.3271,45.0921,20.1425,167.274,167.274,179.8637,92.717
17,cnn,baseline,jetson_emulator,100,offload,0.5,51.9667,43.2095,43.2095,45.3252,20.1499,167.274,167.274,180.0233,92.7364
18,cnn,baseline,jetson_emulator,100,offload,0.5,52.3793,43.4747,43.4747,45.2691,20.1331,167.274,167.274,180.1829,92.7253
19,cnn,baseline,jetson_emulator,100,offload,0.5,52.5947,44.3622,44.3622,46.4869,20.0772,167.274,167.274,180.3424,92.7994
20,cnn,baseline,jetson_emulator,100,offload,0.5,52.5963,43.7979,43.7979,45.5488,20.1127,167.274,167.274,180.502,92.7594
21,cnn,baseline,jetson_emulator,100,offload,0.5,52.6462,43.8479,43.8479,45.3554,20.1096,167.274,167.274,180.6616,92.747
22,cnn,baseline,jetson_emulator,100,offload,0.5,52.8803,43.457,43.457,45.5873,20.1343,167.274,167.274,180.8212,92.7618
