cycle_id,model,architecture,profile,nodes,decision,threshold,local_latency_ms,offload_latency_ms,total_latency_ms,rtt_ms,throughput_fps,local_power_mw,offload_power_mw,effective_power_mw,accuracy_step
1,cnn,nsson,jetson_emulator,30,offload,0.49741102669064113,45.8272,32.575,32.575,34.9025,29.4781,167.274,167.274,158.5075,92.9118
2,cnn,nsson,jetson_emulator,30,offload,0.5014044631592371,46.2825,33.6974,33.6974,35.5287,29.4781,167.274,167.274,158.65,92.8443
3,cnn,nsson,jetson_emulator,30,local,0.5006494054235152,46.3579,33.5516,46.3579,48.1776,27.2412,167.274,167.274,160.1964,92.8717
4,cnn,nsson,jetson_emulator,30,offload,0.502090481349749,47.1642,33.2324,33.2324,35.7766,29.4781,167.274,167.274,158.9351,92.9357
5,cnn,nsson,jetson_emulator,30,offload,0.5028492142822567,46.7544,33.4405,33.4405,35.0978,29.4781,167.274,167.274,159.0776,92.9074
6,cnn,nsson,jetson_emulator,30,local,0.5058602307847253,46.0626,33.6137,46.0626,47.6342,27.2729,167.274,167.274,160.6278,92.8035
7,cnn,nsson,jetson_emulator,30,offload,0.5145645774391197,47.424,33.65,33.65,35.9546,29.4781,167.274,167.274,159.3627,92.8709
8,cnn,nsson,jetson_emulator,30,offload,0.5098302828138396,46.3957,34.443,34.443,36.4994,29.438,167.274,167.274,159.5052,92.8487
9,cnn,nsson,jetson_emulator,30,offload,0.5045749358700481,46.8266,34.7722,34.7722,36.5407,29.3981,167.274,167.274,159.6477,92.8622
10,cnn,nsson,jetson_emulator,30,offload,0.5030786546056021,46.5982,33.8785,33.8785,36.0897,29.4781,167.274,167.274,159.7903,92.9938
11,cnn,nsson,jetson_emulator,30,offload,0.5006202837125523,47.47,34.5552,34.5552,36.3425,29.4244,167.274,167.274,159.9328,92.9043
12,cnn,nsson,jetson_emulator,30,local,0.500260832552595,47.2982,34.3232,47.2982,49.3729,27.1408,167.274,167.274,161.4905,92.929
13,cnn,nsson,jetson_emulator,30,local,0.4845604170410306,47.2271,34.2855,47.2271,49.3332,27.1484,167.274,167.274,161.6343,92.9338
14,cnn,nsson,jetson_emulator,30,local,0.48605536449083925,47.6681,34.5748,47.6681,49.2797,27.1015,167.274,167.274,161.7781,92.9586
15,cnn,nsson,jetson_emulator,30,local,0.48797681095947426,47.212,34.097,47.212,49.1611,27.15,167.274,167.274,161.9219,92.8517
16,cnn,nsson,jetson_emulator,30,offload,0.4899880146607905,46.9611,34.2534,34.2534,35.5209,29.4611,167.274,167.274,160.6454,92.905
17,cnn,nsson,jetson_emulator,30,offload,0.48669843507391164,48.0718,33.7221,33.7221,34.8859,29.4781,167.274,167.274,160.788,92.8898
18,cnn,nsson,jetson_emulator,30,offload,0.49262259841391226,47.519,33.9596,33.9596,35.5237,29.4781,167.274,167.274,160.9305,92.8465
19,cnn,nsson,jetson_emulator,30,local,0.49614679016039553,47.5092,34.3684,47.5092,48.2465,27.1184,167.274,167.274,162.4971,92.8987
20,cnn,nsson,jetson_emulator,30,offload,0.4972276481936528,48.3375,34.0895,34.0895,35.9019,29.4781,167.274,167.274,161.2156,92.9207
21,cnn,nsson,jetson_emulator,30,offload,0.4996451187241493,48.3903,34.445,34.445,34.9986,29.4378,167.274,167.274,161.3581,92.8466
22,cnn,nsson,jetson_emulator,30,local,0.5036189349228964,47.4297,33.9496,47.4297,49.4531,27.1268,167.274,167.274,162.9284,92.9345
23,cnn,nsson,jetson_emulator,30,offload,0.503737907276878,47.6755,34.9384,34.9384,36.8207,29.378,167.274,167.274,161.6431,92.8564
24,cnn,nsson,jetson_emulator,30,local,0.4976977757700356,47.8852,35.6522,47.8852,49.5277,27.0785,167.274,167.274,163.216,92.9782
25,cnn,nsson,jetson_emulator,30,local,0.49696562744702,47.6888,34.6848,47.6888,49.8622,27.0993,167.274,167.274,163.3598,92.8487
26,cnn,nsson,jetson_emulator,30,local,0.4930566979985788,48.2336,34.2789,48.2336,50.2999,27.0417,167.274,167.274,163.5036,92.8776
27,cnn,nsson,jetson_emulator,30,local,0.4907469277739412,48.2295,34.6816,48.2295,50.1834,27.0421,167.274,167.274,163.6474,92.8869
28,cnn,nsson,jetson_emulator,30,offload,0.5003310250117228,48.3029,35.1913,35.1913,37.9274,29.3474,167.274,167.274,162.3558,92.8702
29,cnn,nsson,jetson_emulator,30,local,0.5112265947501697,48.7254,34.516,48.7254,50.7166,26.9899,167.274,167.274,163.9349,92.9771
30,cnn,nsson,jetson_emulator,30,offload,0.5149750228816413,48.5553,35.0966,35.0966,36.6935,29.3589,167.274,167.274,162.6408,92.9699
31,cnn,nsson,jetson_emulator,30,offload,0.5047187593945499,48.7587,34.7963,34.7963,36.3961,29.3952,167.274,167.274,162.7834,92.7825
32,cnn,nsson,jetson_emulator,30,offload,0.5027121315289066,48.2443,34.7806,34.7806,36.3,29.3971,167.274,167.274,162.9259,92.8889
33,cnn,nsson,jetson_emulator,30,offload,0.5009303392300669,48.8496,35.0556,35.0556,36.4841,29.3638,167.274,167.274,163.0684,92.8512
34,cnn,nsson,jetson_emulator,30,offload,0.5005597782532402,48.5928,35.4636,35.4636,38.2117,29.3146,167.274,167.274,163.211,92.8954
35,cnn,nsson,jetson_emulator,30,offload,0.5037473633406324,48.8006,35.2251,35.2251,37.1133,29.3433,167.274,167.274,163.3535,92.8974
36,cnn,nsson,jetson_emulator,30,offload,0.49993840524961236,48.4865,35.6048,35.6048,36.9528,29.2976,167.274,167.274,163.496,92.8928
37,cnn,nsson,jetson_emulator,30,local,0.4985243500217601,48.9893,35.8452,48.9893,50.0406,26.9621,167.274,167.274,165.0852,92.8841
38,cnn,nsson,jetson_emulator,30,local,0.49835939692476805,48.7291,34.8735,48.7291,51.0586,26.9895,167.274,167.274,165.229,92.9013
39,cnn,nsson,jetson_emulator,30,offload,0.490164758608878,48.7312,34.9498,34.9498,36.7514,29.3766,167.274,167.274,163.9236,92.9964
40,cnn,nsson,jetson_emulator,30,offload,0.49847506827475624,48.8956,35.4817,35.4817,37.0743,29.3124,167.274,167.274,164.0661,92.8619
41,cnn,nsson,jetson_emulator,30,offload,0.4882706177879388,48.9497,35.861,35.861,37.8282,29.2668,167.274,167.274,164.2087,92.8585
42,cnn,nsson,jetson_emulator,30,offload,0.48445778824779584,49.7174,35.7409,35.7409,37.7373,29.2812,167.274,167.274,164.3512,92.8864
43,cnn,nsson,jetson_emulator,30,offload,0.4880797991269497,50.5768,36.0279,36.0279,38.2137,29.2468,167.274,167.274,164.4937,92.9639
44,cnn,nsson,jetson_emulator,30,local,0.47932327711231837,49.0656,35.0761,49.0656,51.0885,26.9541,167.274,167.274,166.0918,92.9918
45,cnn,nsson,jetson_emulator,30,local,0.4826531519927503,49.2746,35.3354,49.2746,50.7886,26.9322,167.274,167.274,166.2356,92.9222
46,cnn,nsson,jetson_emulator,30,offload,0.49178245029780965,49.2061,35.9305,35.9305,37.1056,29.2585,167.274,167.274,164.9213,92.8918
47,cnn,nsson,jetson_emulator,30,offload,0.4891656579485886,49.2144,35.2463,35.2463,37.2025,29.3408,167.274,167.274,165.0638,92.8185
48,cnn,nsson,jetson_emulator,30,offload,0.4911363955624225,49.2354,36.1231,36.1231,37.6166,29.2354,167.274,167.274,165.2064,92.9402
49,cnn,nsson,jetson_emulator,30,offload,0.49859741072651154,49.5114,35.2553,35.2553,37.3161,29.3397,167.274,167.274,165.3489,92.9126
50,cnn,nsson,jetson_emulator,30,offload,0.5066853096978616,49.9996,35.337,35.337,36.4558,29.3298,167.274,167.274,165.4914,92.857
51,cnn,nsson,jetson_emulator,30,offload,0.5092372581070765,49.4238,35.7673,35.7673,36.2537,29.278,167.274,167.274,165.6339,92.847
52,cnn,nsson,jetson_emulator,30,offload,0.5219932270352069,50.0211,36.0378,36.0378,37.4562,29.2456,167.274,167.274,165.7765,92.8101
53,cnn,nsson,jetson_emulator,30,local,0.5161617978951722,50.0036,35.4582,50.0036,51.9771,26.8561,167.274,167.274,167.3859,92.8712
54,cnn,nsson,jetson_emulator,30,local,0.517102036513127,49.7062,35.4574,49.7062,51.2664,26.8871,167.274,167.274,167.5297,92.8139
55,cnn,nsson,jetson_emulator,30,local,0.5221920766919347,49.7925,35.5988,49.7925,50.9006,26.8781,167.274,167.274,167.6734,92.9747
56,cnn,nsson,jetson_emulator,30,offload,0.5142462172462965,50.0342,35.7449,35.7449,36.8769,29.2807,167.274,167.274,166.3466,92.8995
57,cnn,nsson,jetson_emulator,30,local,0.5274786728508339,49.796,36.6563,49.796,51.4395,26.8777,167.274,167.274,167.961,92.89
58,cnn,nsson,jetson_emulator,30,offload,0.5308671872149219,50.1494,36.123,36.123,37.5605,29.2354,167.274,167.274,166.6316,92.9329
59,cnn,nsson,jetson_emulator,30,offload,0.5401117667403177,50.7504,35.6327,35.6327,37.9496,29.2942,167.274,167.274,166.7742,92.8192
60,cnn,nsson,jetson_emulator,30,offload,0.5389446439051689,50.6195,36.0326,36.0326,37.5003,29.2462,167.274,167.274,166.9167,92.9551
61,cnn,nsson,jetson_emulator,30,local,0.5510057511296336,50.4101,36.6682,50.4101,52.448,26.8138,167.274,167.274,168.5362,92.9042
62,cnn,nsson,jetson_emulator,30,offload,0.5395496143803116,50.1756,36.8737,36.8737,37.9786,29.1457,167.274,167.274,167.2018,92.8435
63,cnn,nsson,jetson_emulator,30,local,0.5342658433835794,49.9841,36.171,49.9841,52.0579,26.8581,167.274,167.274,168.8237,92.8965
