cycle_id,model,architecture,profile,nodes,decision,threshold,local_latency_ms,offload_latency_ms,total_latency_ms,rtt_ms,throughput_fps,local_power_mw,offload_power_mw,effective_power_mw,accuracy_step
1,cnn,nsson,jetson_emulator,20,offload,0.49446937404072144,45.134,32.9751,32.9751,34.2163,30.6951,167.274,167.274,157.5733,92.8074
2,cnn,nsson,jetson_emulator,20,offload,0.5023096274783247,45.3139,32.3907,32.3907,34.1911,30.6951,167.274,167.274,157.715,92.8514
3,cnn,nsson,jetson_emulator,20,offload,0.49664978441614627,45.3914,34.0229,34.0229,35.8387,30.6951,167.274,167.274,157.8567,92.8729
4,cnn,nsson,jetson_emulator,20,local,0.49795861135018854,45.7495,32.4348,45.7495,47.8018,28.3801,167.274,167.274,158.9351,92.9095
5,cnn,nsson,jetson_emulator,20,offload,0.4995488687373127,46.4688,32.29,32.29,33.9715,30.6951,167.274,167.274,158.14,92.9723
6,cnn,nsson,jetson_emulator,20,offload,0.505209257602872,45.7267,32.972,32.972,34.7893,30.6951,167.274,167.274,158.2817,92.9324
7,cnn,nsson,jetson_emulator,20,local,0.5051838284111332,47.0078,33.0008,47.0078,49.3116,28.2345,167.274,167.274,159.3627,92.926
8,cnn,nsson,jetson_emulator,20,local,0.4986013773565357,46.1236,32.9412,46.1236,47.9508,28.3367,167.274,167.274,159.5052,92.9331
9,cnn,nsson,jetson_emulator,20,local,0.5104510536028225,45.6635,33.4384,45.6635,47.8829,28.3901,167.274,167.274,159.6477,92.9481
10,cnn,nsson,jetson_emulator,20,local,0.5106088387624258,46.1689,34.3354,46.1689,47.2211,28.3314,167.274,167.274,159.7903,92.8883
11,cnn,nsson,jetson_emulator,20,offload,0.5107841360073887,46.1243,33.448,33.448,35.4661,30.6951,167.274,167.274,158.9902,92.8178
12,cnn,nsson,jetson_emulator,20,offload,0.5102258115878638,46.2581,33.2216,33.2216,34.164,30.6951,167.274,167.274,159.1319,92.8758
13,cnn,nsson,jetson_emulator,20,offload,0.5186034629686617,46.8035,34.2899,34.2899,36.0651,30.6718,167.274,167.274,159.2735,92.8745
14,cnn,nsson,jetson_emulator,20,local,0.5335496314232725,46.8077,33.2299,46.8077,48.5739,28.2576,167.274,167.274,160.3604,92.8895
15,cnn,nsson,jetson_emulator,20,offload,0.543764150693969,46.0179,33.8975,33.8975,35.6857,30.6951,167.274,167.274,159.5569,92.9901
16,cnn,nsson,jetson_emulator,20,local,0.5506969050954895,46.4214,34.6098,46.4214,48.0288,28.3022,167.274,167.274,160.6454,92.8871
17,cnn,nsson,jetson_emulator,20,offload,0.5496990954957983,47.0436,33.614,33.614,35.3111,30.6951,167.274,167.274,159.8403,92.88
18,cnn,nsson,jetson_emulator,20,offload,0.547174015174839,46.8373,33.4541,33.4541,35.2058,30.6951,167.274,167.274,159.982,92.8266
19,cnn,nsson,jetson_emulator,20,local,0.5403800259809513,46.6101,33.1693,46.6101,48.5829,28.2804,167.274,167.274,161.073,92.8428
20,cnn,nsson,jetson_emulator,20,local,0.5342951843733846,46.6563,34.5245,46.6563,48.9353,28.2751,167.274,167.274,161.2156,92.8815
